0000037c,00000001,000ffffd,18
000006bc,00000001,000ffffe,420030
000006d0,00000001,000ffffe,420152
0000073c,00000001,000ffffe,420453
00000730,00000001,000ffffe,420604
000006e8,00000001,000ffffe,420680
00000708,00000002,000ffffe,420991
0000072c,00000007,00080486,421391
000006fc,00000011,00080346,421599
00000750,00000001,000ffffe,421954
000007d4,00000001,000ffffe,422140
000007a4,00000011,00080486,422489
00000790,00000011,00080342,422656
00000784,00000002,000ffffe,422725
000007c4,00000001,000ffffe,423038
00000760,0000000a,00080446,423444
000007cc,00000001,000ffffe,423634
000007c0,00000007,00080447,423740
000006d0,00000001,000ffffe,424024
00000738,00000001,000ffffe,424409
000006d0,00000001,000ffffe,424602
0000073c,00000001,000ffffe,424699
00000730,00000001,000ffffe,424748
000006e8,00000001,000ffffe,424773
000006bc,00000001,000ffffe,424786
00000700,00000001,000ffffe,424793
00000720,00000002,000ffffe,424798
00000730,00000001,000ffffe,425071
00000738,00000001,000ffffe,425480
0000073c,00000001,000ffffe,425685
00000740,00000001,000ffffe,425788
000006bc,00000001,000ffffe,425840
0000079c,00000002,000ffffe,426107
00000784,00000002,000ffffe,426512
0000077c,00000001,000ffffe,426714
0000077c,00000001,000ffffe,426816
00000790,00000011,0008034b,427123
000007d4,00000001,000ffffe,427253
0000077c,00000001,000ffffe,427598
00000794,00000001,000ffffe,427771
000007a4,00000011,00080486,427874
00000760,0000000a,00080447,427911
00000740,00000001,000ffffe,428164
00000720,00000002,000ffffe,428568
00000710,00000011,00080402,428785
00000708,00000002,000ffffe,429143
00000708,00000002,000ffffe,429330
000006bc,00000001,000ffffe,429423
00000730,00000001,000ffffe,429742
000006d0,00000001,000ffffe,429902
000007c0,00000007,00080440,430260
00000758,00000002,000ffffe,430703
00000790,00000011,00080352,431182
00000750,00000001,000ffffe,431670
000007d4,00000001,000ffffe,432162
00000740,00000001,000ffffe,432648
000006fc,00000011,00080359,433147
00000718,00000001,000ffffe,433373
00000738,00000001,000ffffe,433734
00000708,00000002,000ffffe,433916
00000738,00000001,000ffffe,434006
00000710,00000011,00080406,434068
000006bc,00000001,000ffffe,434315
000007ac,00000001,000ffffe,434447
0000079c,00000002,000ffffe,434786
00000794,00000001,000ffffe,435226
00000794,00000001,000ffffe,435447
000007d4,00000001,000ffffe,435558
0000077c,00000001,000ffffe,435614
00000750,00000001,000ffffe,435882
000007d0,00000001,000ffffe,436288
000006e8,00000001,000ffffe,436763
000006e8,00000001,000ffffe,437001
000006fc,00000011,00080361,437376
00000740,00000001,000ffffe,437540
000006fc,00000011,00080363,437886
000006c4,00000002,000ffffe,438308
00000740,00000001,000ffffe,438526
0000077c,00000001,000ffffe,438636
000007ac,00000001,000ffffe,438931
00000784,00000002,000ffffe,439080
000007b4,00000002,000ffffe,439426
000007cc,00000001,000ffffe,439870
000007d4,00000001,000ffffe,440093
000007a4,00000011,00080486,440221
000007d4,00000001,000ffffe,440501
000006d0,00000001,000ffffe,440889
00000718,00000001,000ffffe,441355
000006f0,00000002,000ffffe,441861
000006d0,00000001,000ffffe,442113
00000720,00000002,000ffffe,442241
00000700,00000001,000ffffe,442304
00000700,00000001,000ffffe,442576
0000077c,00000001,000ffffe,442984
0000077c,00000001,000ffffe,443460
0000077c,00000001,000ffffe,443970
00000790,00000011,0008036c,444481
000007d4,00000001,000ffffe,444713
00000730,00000001,000ffffe,445077
00000718,00000001,000ffffe,445499
000006cc,0000000a,00080486,445959
00000700,00000001,000ffffe,446176
000006d0,00000001,000ffffe,446529
00000718,00000001,000ffffe,446706
00000738,00000001,000ffffe,446795
00000708,00000002,000ffffe,446841
00000738,00000001,000ffffe,446863
00000710,00000011,00080407,446891
000007c0,00000007,00080440,447159
000007d0,00000001,000ffffe,447564
00000750,00000001,000ffffe,447770
00000758,00000002,000ffffe,448146
00000760,0000000a,00080444,448342
000007c4,00000001,000ffffe,448667
000007ac,00000001,000ffffe,449106
00000740,00000001,000ffffe,449326
00000700,00000001,000ffffe,449708
00000730,00000001,000ffffe,450139
00000708,00000002,000ffffe,450356
00000738,00000001,000ffffe,450735
000006cc,0000000a,00080486,451174
000007c0,00000007,00080441,451626
00000760,0000000a,00080442,451857
000007d4,00000001,000ffffe,452202
0000079c,00000002,000ffffe,452620
000007c4,00000001,000ffffe,452828
000007d4,00000001,000ffffe,452933
00000758,00000002,000ffffe,452987
000007b4,00000002,000ffffe,453014
0000079c,00000002,000ffffe,453028
000007d0,00000001,000ffffe,453306
00000710,00000011,00080400,453462
00000720,00000002,000ffffe,453789
0000072c,00000007,00080486,454237
00000730,00000001,000ffffe,454453
000006f0,00000002,000ffffe,454837
00000718,00000001,000ffffe,455028
000006fc,00000011,00080384,455380
00000758,00000002,000ffffe,455805
00000760,0000000a,00080442,456273
000007b4,00000002,000ffffe,456767
000007a4,00000011,00080486,457273
00000750,00000001,000ffffe,457503
00000730,00000001,000ffffe,457866
00000708,00000002,000ffffe,458049
00000740,00000001,000ffffe,458379
0000072c,00000007,00080486,458551
0000072c,00000007,00080486,458874
000006e8,00000001,000ffffe,459030
000006cc,0000000a,00080486,459360
00000718,00000001,000ffffe,459512
000006fc,00000011,0008038c,459609
00000730,00000001,000ffffe,459634
000006bc,00000001,000ffffe,459655
00000720,00000002,000ffffe,459667
000006bc,00000001,000ffffe,459672
00000750,00000001,000ffffe,459947
00000760,0000000a,00080441,460094
00000764,00000001,000ffffe,460426
0000077c,00000001,000ffffe,460597
00000784,00000002,000ffffe,460684
000007cc,00000001,000ffffe,460998
00000760,0000000a,00080445,461165
000007c4,00000001,000ffffe,461507
00000760,0000000a,00080447,461692
00000738,00000001,000ffffe,462011
00000708,00000002,000ffffe,462448
00000700,00000001,000ffffe,462905
0000073c,00000001,000ffffe,463406
00000720,00000002,000ffffe,463658
000006c4,00000002,000ffffe,463784
000007c0,00000007,00080440,464092
000007b4,00000002,000ffffe,464239
00000760,0000000a,00080442,464595
00000790,00000011,00080390,465048
000007ac,00000001,000ffffe,465495
0000077c,00000001,000ffffe,465727
000007ec,00000001,000ffffe,466083
000006d0,00000001,000ffffe,466501
00000718,00000001,000ffffe,466950
00000738,00000001,000ffffe,467175
00000708,00000002,000ffffe,467289
00000738,00000001,000ffffe,467345
00000700,00000001,000ffffe,467389
00000710,00000011,00080404,467390
0000073c,00000001,000ffffe,467397
000006cc,0000000a,00080486,467682
000006e8,00000001,000ffffe,468083
00000760,0000000a,00080441,468569
00000764,00000001,000ffffe,468799
0000077c,00000001,000ffffe,468919
000007d0,00000001,000ffffe,469219
000007cc,00000001,000ffffe,469609
00000784,00000002,000ffffe,470077
000007e4,00000001,000ffffe,470310
00000708,00000002,000ffffe,470668
000006bc,00000001,000ffffe,470846
000006f0,00000002,000ffffe,470937
00000740,00000001,000ffffe,471253
000006f0,00000002,000ffffe,471413
000006bc,00000001,000ffffe,471492
000006fc,00000011,000803a1,471820
00000720,00000002,000ffffe,472201
00000760,0000000a,00080440,472679
000007d4,00000001,000ffffe,473177
000007d0,00000001,000ffffe,473431
0000079c,00000002,000ffffe,473799
00000784,00000002,000ffffe,473983
000007cc,00000001,000ffffe,474314
000006bc,00000001,000ffffe,474752
000006bc,00000001,000ffffe,475211
00000710,00000011,00080403,475457
00000700,00000001,000ffffe,475796
0000073c,00000001,000ffffe,475974
000006e8,00000001,000ffffe,476303
00000740,00000001,000ffffe,476468
00000738,00000001,000ffffe,476551
000006f0,00000002,000ffffe,476594
0000079c,00000002,000ffffe,476855
00000764,00000001,000ffffe,476985
00000758,00000002,000ffffe,477052
00000750,00000001,000ffffe,477356
00000750,00000001,000ffffe,477509
000007a4,00000011,00080487,477602
000007cc,00000001,000ffffe,477625
00000750,00000001,000ffffe,477645
000007ac,00000001,000ffffe,477927
000007d0,00000001,000ffffe,478340
00000758,00000002,000ffffe,478548
00000764,00000001,000ffffe,478651
00000730,00000001,000ffffe,478943
00000708,00000002,000ffffe,479330
00000738,00000001,000ffffe,479794
00000710,00000011,00080404,480043
00000700,00000001,000ffffe,480144
0000073c,00000001,000ffffe,480203
00000720,00000002,000ffffe,480234
00000710,00000011,00080406,480536
000006bc,00000001,000ffffe,480664
00000758,00000002,000ffffe,481009
00000764,00000001,000ffffe,481452
00000790,00000011,000803af,481930
000007d4,00000001,000ffffe,482417
000007c4,00000001,000ffffe,482669
0000072c,00000007,00080487,483041
00000718,00000001,000ffffe,483458
000006c4,00000002,000ffffe,483671
000006f0,00000002,000ffffe,484049
00000710,00000011,00080405,484493
000006d0,00000001,000ffffe,484692
00000710,00000011,00080406,484816
00000738,00000001,000ffffe,485094
00000794,00000001,000ffffe,485481
000007cc,00000001,000ffffe,485675
000007a4,00000011,00080487,486060
00000794,00000001,000ffffe,486229
000007d0,00000001,000ffffe,486322
000007b4,00000002,000ffffe,486370
00000758,00000002,000ffffe,486394
000007c4,00000001,000ffffe,486677
00000760,0000000a,00080447,487100
0000072c,00000007,00080487,487576
00000738,00000001,000ffffe,487810
000006bc,00000001,000ffffe,488170
0000072c,00000007,00080487,488596
000006d0,00000001,000ffffe,489040
0000077c,00000001,000ffffe,489537
000007d0,00000001,000ffffe,489786
0000077c,00000001,000ffffe,489911
000007d4,00000001,000ffffe,489974
000007cc,00000001,000ffffe,490006
000007c4,00000001,000ffffe,490294
0000077c,00000001,000ffffe,490710
0000079c,00000002,000ffffe,491191
00000790,fff9ac7d,000800ca,491460
00000790,fffa7e32,0008012a,491460
