0000037c,00000001,000ffffd,18
000007c0,00000001,000ffffe,4157820
000008b0,00000001,000ffffe,4158164
00000834,00000001,000ffffe,4158608
0000082c,000003c9,00080461,4158644
00000800,00000001,000ffffe,4159070
000007fc,00000013,000801f7,4159591
00000834,00000001,000ffffe,4159825
000007fc,00000013,000801f7,4160209
000007bc,0000000c,00080400,4160625
000007d8,00000001,000ffffe,4160826
00000834,00000001,000ffffe,4161204
000007d0,00000001,000ffffe,4161633
000007ac,00000001,000ffffe,4161848
0000083c,00000002,000ffffe,4161957
000007c0,00000001,000ffffe,4162250
000007ac,00000001,000ffffe,4162637
000007d0,00000001,000ffffe,4162831
000007bc,0000000c,00080400,4163211
00000854,00000001,000ffffe,4163385
00000848,00000007,00080400,4163484
0000083c,00000002,000ffffe,4163526
0000085c,00000001,000ffffe,4163549
00000858,00000001,000ffffe,4163833
000007c0,00000001,000ffffe,4164247
00000854,00000001,000ffffe,4164726
00000818,00000001,000ffffe,4164966
00000858,00000001,000ffffe,4165326
000007ac,00000001,000ffffe,4165746
000007c0,00000001,000ffffe,4166196
0000084c,00000001,000ffffe,4166693
00000858,00000001,000ffffe,4166942
0000085c,00000001,000ffffe,4167067
000007d8,00000001,000ffffe,4167130
0000085c,00000001,000ffffe,4167162
000007bc,0000000c,00080400,4167461
00000818,00000001,000ffffe,4167866
000007d0,00000001,000ffffe,4168346
00000834,00000001,000ffffe,4168858
000007d0,00000001,000ffffe,4169354
00000858,00000001,000ffffe,4169842
00000854,00000001,000ffffe,4170326
0000083c,00000002,000ffffe,4170809
00000818,00000001,000ffffe,4171289
000007c0,00000001,000ffffe,4171530
000007ac,00000001,000ffffe,4171651
000007d0,00000001,000ffffe,4171712
00000854,00000001,000ffffe,4171743
0000083c,00000002,000ffffe,4171760
00000800,00000001,000ffffe,4172039
000007d0,00000001,000ffffe,4172929
0000082c,00000244,00080458,4173030
000007b4,00000002,000ffffe,4173697
0000082c,00000244,00080447,4174019
00000858,00000001,000ffffe,4174064
000007d0,00000001,000ffffe,4174488
00000818,00000001,000ffffe,4174940
000007c0,00000001,000ffffe,4175438
000008e4,00000001,000ffffe,4175927
0000084c,00000001,000ffffe,4176172
000007d8,00000001,000ffffe,4176295
00000820,00000002,000ffffe,4176358
0000084c,00000001,000ffffe,4176628
00000800,00000001,000ffffe,4176764
000007ec,00000002,000ffffe,4177105
000007b4,00000002,000ffffe,4177547
0000084c,00000001,000ffffe,4178007
0000085c,00000001,000ffffe,4178238
000007b4,00000002,000ffffe,4178355
000007d0,00000001,000ffffe,4178652
000007c0,00000001,000ffffe,4179041
00000800,00000001,000ffffe,4179236
000007d8,00000001,000ffffe,4179623
00000858,00000001,000ffffe,4179768
00000848,00000007,00080400,4179847
0000083c,00000002,000ffffe,4179879
0000083c,00000002,000ffffe,4179898
000007d0,00000001,000ffffe,4179907
000007d8,00000001,000ffffe,4180184
000007d8,00000001,000ffffe,4180393
00000858,00000001,000ffffe,4180700
000007ac,00000001,000ffffe,4180854
0000082c,00000244,00080453,4180902
000007fc,00000013,000801fa,4181221
000007b4,00000002,000ffffe,4181379
0000083c,00000002,000ffffe,4181467
000007ec,00000002,000ffffe,4181783
00000848,00000007,00080400,4182186
000007ac,00000001,000ffffe,4182651
00000800,00000001,000ffffe,4182887
00000848,00000007,00080400,4183251
000007d8,00000001,000ffffe,4183664
000007ec,00000002,000ffffe,4183875
00000834,00000001,000ffffe,4184251
000007bc,0000000c,00080400,4184594
00000818,00000001,000ffffe,4184847
0000082c,00000244,00080459,4185019
0000082c,00000244,00080462,4185114
00000848,00000007,00080400,4185257
000007c0,00000001,000ffffe,4185725
00000800,00000001,000ffffe,4186234
00000854,00000001,000ffffe,4186489
000007b4,00000002,000ffffe,4186618
000007b4,00000002,000ffffe,4186922
000007c0,00000001,000ffffe,4187313
000007d8,00000001,000ffffe,4187781
0000082c,000021e9,00080463,4188014
000007fc,00000013,000801f8,4188305
000007ec,00000002,000ffffe,4188781
0000084c,00000001,000ffffe,4189027
000007ec,00000002,000ffffe,4189152
0000083c,00000002,000ffffe,4189454
000007d8,00000001,000ffffe,4189844
000007b4,00000002,000ffffe,4190041
00000820,00000002,000ffffe,4190411
000007fc,00000013,000801f9,4190853
0000083c,00000002,000ffffe,4191156
00000820,00000002,000ffffe,4191210
00000834,00000001,000ffffe,4191610
0000082c,00000244,00080470,4191627
0000085c,00000001,000ffffe,4191949
0000082c,00000244,00080461,4192055
00000858,00000001,000ffffe,4192119
00000818,00000001,000ffffe,4192444
000007b4,00000002,000ffffe,4192608
000007fc,00000013,000801f9,4192707
000007ec,00000002,000ffffe,4193003
00000848,00000007,00080401,4193244
00000854,00000001,000ffffe,4193278
000008d4,0000000c,000801f9,4193549
0000083c,00000002,000ffffe,4193941
0000082c,000003c9,0008045c,4194127
000007b4,00000002,000ffffe,4194414
00000820,00000002,000ffffe,4194651
0000084c,00000001,000ffffe,4194769
0000085c,00000001,000ffffe,4194829
00000834,00000001,000ffffe,4195099
000007b4,00000002,000ffffe,4195507
000007d8,00000001,000ffffe,4195710
0000085c,00000001,000ffffe,4196084
00000858,00000001,000ffffe,4196511
00000874,00000001,000ffffe,4196725
0000083c,00000002,000ffffe,4197630
00000820,00000002,000ffffe,4197798
0000082c,00000244,00080476,4197873
000007b4,00000002,000ffffe,4198122
000007fc,00000013,000801fa,4198573
00000800,00000001,000ffffe,4199012
0000085c,00000001,000ffffe,4199241
000007ac,00000001,000ffffe,4199356
000007b4,00000002,000ffffe,4199415
0000083c,00000002,000ffffe,4199684
0000084c,00000001,000ffffe,4199818
000007fc,00000013,000801fb,4199904
00000818,00000001,000ffffe,4200192
00000834,00000001,000ffffe,4200585
00000864,00000001,000ffffe,4200782
0000083c,00000002,000ffffe,4200882
000007ec,00000002,000ffffe,4200932
000007d8,00000001,000ffffe,4201196
000007d8,00000001,000ffffe,4201329
000007d8,00000001,000ffffe,4201396
000007b4,00000002,000ffffe,4201431
0000084c,00000001,000ffffe,4201881
00000820,00000002,000ffffe,4201915
00000800,00000001,000ffffe,4201931
00000858,00000001,000ffffe,4201940
00000874,00000001,000ffffe,4201945
00000858,00000001,000ffffe,4201950
000007a0,00000006,00080400,4201953
000007fc,00000127,000801fb,4202110
000007d8,00000001,000ffffe,4202223
0000082c,00000244,0008045e,4202266
00000818,00000001,000ffffe,4202360
000007bc,0000000c,00080400,4202440
0000085c,00000001,000ffffe,4202464
00000858,00000001,000ffffe,4202482
000007c0,00000001,000ffffe,4202763
000007ec,00000002,000ffffe,4202976
000007d0,00000001,000ffffe,4203011
000007d8,00000001,000ffffe,4203269
0000082c,00000244,00080464,4203483
00000800,00000001,000ffffe,4203871
00000848,00000007,00080401,4203978
00000800,00000001,000ffffe,4204023
0000084c,00000001,000ffffe,4204049
000007fc,000001e5,000801fc,4204154
000007d8,00000001,000ffffe,4204334
0000084c,00000001,000ffffe,4204477
000007d8,00000001,000ffffe,4204857
0000082c,00000244,0008045b,4205128
000007ac,00000001,000ffffe,4205251
000007c0,00000001,000ffffe,4205720
0000082c,000021e9,00080463,4205784
00000820,00000002,000ffffe,4205956
000007d0,00000001,000ffffe,4206073
0000085c,00000001,000ffffe,4206372
00000854,00000001,000ffffe,4206522
00000848,00000007,00080401,4207049
00000800,00000001,000ffffe,4207370
0000082c,00000244,0008045b,4207448
000007b4,00000002,000ffffe,4207535
00000818,00000001,000ffffe,4207856
000007d8,00000001,000ffffe,4208289
000007c0,00000001,000ffffe,4208506
00000858,00000001,000ffffe,4208615
0000084c,00000001,000ffffe,4208670
000007d8,00000001,000ffffe,4208698
0000084c,00000001,000ffffe,4208984
00000834,00000001,000ffffe,4209399
00000854,00000001,000ffffe,4209983
00000854,00000001,000ffffe,4210411
000007d0,00000001,000ffffe,4210865
000008a4,00000002,000ffffe,4211365
00000834,00000001,000ffffe,4211614
00000854,00000001,000ffffe,4211979
00000818,00000001,000ffffe,4212162
0000084c,00000001,000ffffe,4212254
00000820,00000002,000ffffe,4212573
000007ac,00000001,000ffffe,4212971
00000820,00000002,000ffffe,4213172
00000818,00000001,000ffffe,4213969
000007ec,00000002,000ffffe,4214423
00000848,00000007,00080400,4214655
00000848,00000007,00080400,4214769
0000083c,00000002,000ffffe,4215210
00000834,00000001,000ffffe,4215284
00000834,00000001,000ffffe,4215322
000007d8,00000001,000ffffe,4215581
000007fc,0000020b,000801fe,4215582
000007ec,00000002,000ffffe,4216049
000007d0,00000001,000ffffe,4216217
0000082c,00000244,00080444,4216290
000007c0,00000001,000ffffe,4216302
00000800,00000001,000ffffe,4216345
00000818,00000001,000ffffe,4216650
0000085c,00000001,000ffffe,4216792
0000082c,00000244,0008044b,4216946
00000818,00000001,000ffffe,4217135
00000820,00000002,000ffffe,4217308
000007c0,00000001,000ffffe,4217633
00000820,00000002,000ffffe,4218069
000007ac,00000001,000ffffe,4218286
00000820,00000002,000ffffe,4218668
00000834,00000001,000ffffe,4218954
0000085c,00000001,000ffffe,4219274
0000082c,00000244,0008045c,4219437
000007ac,00000001,000ffffe,4219674
000007ec,00000002,000ffffe,4220147
00000820,00000002,000ffffe,4220655
000007ac,00000001,000ffffe,4221148
000007bc,0000000c,00080401,4221646
0000085c,00000001,000ffffe,4221879
0000082c,000021e9,00080452,4222223
00000818,00000001,000ffffe,4222241
000007bc,0000000c,00080401,4222673
000007d0,00000001,000ffffe,4222873
0000084c,00000001,000ffffe,4222979
0000083c,00000002,000ffffe,4223273
00000800,00000001,000ffffe,4223419
000007ec,00000002,000ffffe,4223494
000007b4,00000002,000ffffe,4223803
000007d0,00000001,000ffffe,4223957
000007ec,00000002,000ffffe,4224036
0000083c,00000002,000ffffe,4224347
000007fc,00000013,000801fc,4224520
0000084c,00000001,000ffffe,4224852
0000084c,00000001,000ffffe,4225299
000007b4,00000002,000ffffe,4225524
000007d8,00000001,000ffffe,4225907
00000818,00000001,000ffffe,4226339
0000085c,00000001,000ffffe,4226795
00000848,00000007,00080401,4227301
00000820,00000002,000ffffe,4227786
00000820,00000002,000ffffe,4228271
0000084c,00000001,000ffffe,4228513
000007d0,00000001,000ffffe,4228635
000007b4,00000002,000ffffe,4228937
000008ac,0000000c,00080400,4229098
000008d8,00000001,000ffffe,4229163
000007ec,00000002,000ffffe,4229474
000007bc,0000000c,00080400,4229879
000007ac,00000001,000ffffe,4230066
00000820,00000002,000ffffe,4230438
0000084c,00000001,000ffffe,4230623
000007ec,00000002,000ffffe,4230957
000007ac,00000001,000ffffe,4231207
00000820,00000002,000ffffe,4231522
0000082c,00000244,00080440,4231702
00000858,00000001,000ffffe,4231918
000007fc,00000013,000801ff,4232135
00000834,00000001,000ffffe,4232217
000007fc,00000013,000801ff,4232525
000007bc,0000000c,00080400,4232903
000007d8,00000001,000ffffe,4233085
000007fc,00000013,000801ff,4233200
0000085c,00000001,000ffffe,4233231
000007d8,00000001,000ffffe,4233256
0000085c,00000001,000ffffe,4233269
000007ec,00000002,000ffffe,4233277
00000820,00000002,000ffffe,4233281
00000800,00000001,000ffffe,4233554
0000085c,00000001,000ffffe,4233963
000007d0,00000001,000ffffe,4234168
00000834,00000001,000ffffe,4234271
000007fc,00000013,000801ff,4234341
000007a4,00000001,000ffffe,4234589
000007c0,00000001,000ffffe,4234994
000007ec,00000002,000ffffe,4235198
0000083c,00000002,000ffffe,4235300
000007ac,00000001,000ffffe,4235590
0000083c,00000002,000ffffe,4235737
000007ec,00000002,000ffffe,4236082
00000800,00000001,000ffffe,4236254
00000818,00000001,000ffffe,4236341
0000084c,00000001,000ffffe,4236385
000007d8,00000001,000ffffe,4237050
0000082c,00000244,0008045e,4237226
00000858,00000001,000ffffe,4237252
000007ac,00000001,000ffffe,4237625
00000854,00000001,000ffffe,4237812
0000084c,00000001,000ffffe,4237906
000007b4,00000002,000ffffe,4238226
00000818,00000001,000ffffe,4238385
00000818,00000001,000ffffe,4238737
000007b4,00000002,000ffffe,4239186
0000085c,00000001,000ffffe,4239649
0000085c,00000001,000ffffe,4240153
000007ec,00000002,000ffffe,4240646
000007fc,00000013,000801fe,4241149
000007d8,00000001,000ffffe,4241614
000007ac,00000001,000ffffe,4241856
00000818,00000001,000ffffe,4242217
000007ac,00000001,000ffffe,4242398
0000084c,00000001,000ffffe,4242489
000007d0,00000001,000ffffe,4242535
00000820,00000002,000ffffe,4242799
00000818,00000001,000ffffe,4242930
000007d8,00000001,000ffffe,4243268
0000085c,00000001,000ffffe,4243709
000007b4,00000002,000ffffe,4243931
00000858,00000001,000ffffe,4244041
00000854,00000001,000ffffe,4244097
0000085c,00000001,000ffffe,4244365
0000084c,00000001,000ffffe,4244771
000007d8,00000001,000ffffe,4245246
0000084c,00000001,000ffffe,4245484
000007c0,00000001,000ffffe,4245843
00000834,00000001,000ffffe,4246023
00000818,00000001,000ffffe,4246353
000008e0,00000001,000ffffe,4246790
00000884,00000001,000ffffe,4247009
00000894,00000001,000ffffe,4247119
000007ec,00000002,000ffffe,4247415
000007bc,0000000c,00080400,4247573
0000084c,00000001,000ffffe,4247908
0000083c,00000002,000ffffe,4248354
00000800,00000001,000ffffe,4248576
000007ec,00000002,000ffffe,4248689
000007fc,00000013,00080200,4249002
0000084c,00000001,000ffffe,4249372
0000084c,00000001,000ffffe,4249838
00000854,00000001,000ffffe,4250343
000007c0,00000001,000ffffe,4250596
000007ec,00000002,000ffffe,4250724
0000083c,00000002,000ffffe,4250788
000007ac,00000001,000ffffe,4251059
0000085c,00000001,000ffffe,4251467
00000818,00000001,000ffffe,4251943
0000084c,00000001,000ffffe,4252453
000007ec,00000002,000ffffe,4252949
000007fc,0000014d,00080200,4253528
000007ac,00000001,000ffffe,4253560
000007d0,00000001,000ffffe,4253982
00000800,00000001,000ffffe,4254433
000007ec,00000002,000ffffe,4254660
000007fc,00000013,00080201,4255030
0000083c,00000002,000ffffe,4255190
00000854,00000001,000ffffe,4255278
000007d0,00000001,000ffffe,4255323
00000800,00000001,000ffffe,4255346
000007b4,00000002,000ffffe,4255359
0000083c,00000002,000ffffe,4255637
0000084c,00000001,000ffffe,4256047
00000834,00000001,000ffffe,4256253
00000854,00000001,000ffffe,4256628
00000848,00000007,00080401,4256822
0000084c,00000001,000ffffe,4257150
000007fc,00000013,00080200,4257607
0000085c,00000001,000ffffe,4257809
00000820,00000002,000ffffe,4258192
000007d0,00000001,000ffffe,4258622
000007b4,00000002,000ffffe,4258839
000007b4,00000002,000ffffe,4259219
000007c0,00000001,000ffffe,4259648
0000082c,00000244,00080454,4260682
0000083c,00000002,000ffffe,4260686
0000082c,00000244,0008046a,4260910
000007bc,0000000c,00080401,4261113
000007bc,0000000c,00080401,4261322
00000834,00000001,000ffffe,4261416
00000800,00000001,000ffffe,4261469
00000854,00000001,000ffffe,4261496
00000848,00000007,00080401,4261795
000007bc,0000000c,00080401,4261940
0000082c,00000244,0008046c,4262089
00000858,00000001,000ffffe,4262714
0000082c,00000244,00080445,4262850
000007b4,00000002,000ffffe,4262937
000007d0,00000001,000ffffe,4263319
0000084c,00000001,000ffffe,4263511
00000818,00000001,000ffffe,4263847
000007bc,0000000c,00080401,4264298
000008ac,0000000c,00080401,4264758
000007fc,00000013,00080203,4265267
0000083c,00000002,000ffffe,4265741
00000834,00000001,000ffffe,4265986
000007d0,00000001,000ffffe,4266349
0000084c,00000001,000ffffe,4266531
0000083c,00000002,000ffffe,4266863
00000800,00000001,000ffffe,4267028
00000858,00000001,000ffffe,4267351
00000800,00000001,000ffffe,4267513
0000084c,00000001,000ffffe,4267834
000007d8,00000001,000ffffe,4267995
00000820,00000002,000ffffe,4268077
0000083c,00000002,000ffffe,4268118
0000084c,00000001,000ffffe,4268138
0000083c,00000002,000ffffe,4268156
000007fc,00000013,00080203,4268167
00000834,00000001,000ffffe,4268430
00000858,00000001,000ffffe,4268568
00000854,00000001,000ffffe,4268909
000007ec,00000002,000ffffe,4269081
00000854,00000001,000ffffe,4269166
00000800,00000001,000ffffe,4269481
000007d0,00000001,000ffffe,4269639
0000083c,00000002,000ffffe,4269991
00000800,00000001,000ffffe,4270166
0000083c,00000002,000ffffe,4270495
000007bc,0000000c,00080400,4270941
0000083c,00000002,000ffffe,4271389
00000820,00000002,000ffffe,4271890
00000848,00000007,00080400,4272146
000007fc,00000013,00080203,4272284
0000084c,00000001,000ffffe,4272569
0000084c,00000001,000ffffe,4272721
000007b4,00000002,000ffffe,4273516
0000082c,00000244,00080442,4273648
00000858,00000001,000ffffe,4273978
000007ec,00000002,000ffffe,4274567
0000082c,00000244,00080441,4274789
0000084c,00000001,000ffffe,4274984
00000858,00000001,000ffffe,4275433
00000848,00000007,00080401,4275664
0000083c,00000002,000ffffe,4275772
0000083c,00000002,000ffffe,4275829
000007d0,00000001,000ffffe,4275857
000007ac,00000001,000ffffe,4275872
00000800,00000001,000ffffe,4275880
00000800,00000001,000ffffe,4276156
00000818,00000001,000ffffe,4276566
00000834,00000001,000ffffe,4277282
0000085c,00000001,000ffffe,4277402
0000082c,00000244,00080473,4277622
000007d0,00000001,000ffffe,4277702
00000848,00000007,00080401,4278098
0000084c,00000001,000ffffe,4278559
000007bc,0000000c,00080401,4278804
000007fc,00000013,00080203,4279168
0000084c,00000001,000ffffe,4279329
000007ac,00000001,000ffffe,4279419
0000083c,00000002,000ffffe,4279737
000007b4,00000002,000ffffe,4279896
000007d8,00000001,000ffffe,4279975
000007c0,00000001,000ffffe,4280287
00000818,00000001,000ffffe,4280683
00000790,00000001,000ffffe,4281153
000007fc,00000013,00080203,4281678
000007d0,00000001,000ffffe,4281914
00000820,00000002,000ffffe,4282282
000008b0,00000001,000ffffe,4282465
0000083c,00000002,000ffffe,4282798
00000848,00000007,00080400,4283241
000007fc,00000013,00080205,4283712
0000085c,00000001,000ffffe,4283924
00000834,00000001,000ffffe,4284279
00000818,00000001,000ffffe,4284457
0000084c,00000001,000ffffe,4284786
00000818,00000001,000ffffe,4284951
000007ec,00000002,000ffffe,4285035
00000820,00000002,000ffffe,4285077
000007d8,00000001,000ffffe,4285337
000007c0,00000001,000ffffe,4285468
00000834,00000001,000ffffe,4285534
000007c0,00000001,000ffffe,4285839
000007d0,00000001,000ffffe,4285992
000007d8,00000001,000ffffe,4286069
000007ec,00000002,000ffffe,4286109
000007fc,00000013,00080205,4286146
0000083c,00000002,000ffffe,4286411
00000858,00000001,000ffffe,4286823
0000084c,00000001,000ffffe,4287030
000007d8,00000001,000ffffe,4287134
000007bc,0000000c,00080400,4287437
00000800,00000001,000ffffe,4287812
000007fc,00000013,00080205,4288295
000007bc,0000000c,00080400,4288521
000007d8,00000001,000ffffe,4288627
000007fc,00000013,00080204,4288704
0000085c,00000001,000ffffe,4288716
000007b4,00000002,000ffffe,4289004
000007bc,0000000c,00080400,4289158
000007d0,00000001,000ffffe,4289491
000007b4,00000002,000ffffe,4289936
00000854,00000001,000ffffe,4290397
0000084c,00000001,000ffffe,4290900
000007b4,00000002,000ffffe,4291153
0000084c,00000001,000ffffe,4291518
000007b4,00000002,000ffffe,4291942
0000083c,00000002,000ffffe,4292154
00000834,00000001,000ffffe,4292960
0000082c,00000244,00080477,4293110
00000800,00000001,000ffffe,4293175
000007bc,0000000c,00080401,4293294
00000800,00000001,000ffffe,4293964
0000082c,00000244,0008046c,4294156
00000834,00000001,000ffffe,4294158
00000820,00000002,000ffffe,4294528
000007d8,00000001,000ffffe,4294712
000007c0,00000001,000ffffe,4294805
00000834,00000001,000ffffe,4294852
000007fc,00000013,00080203,4294894
000007ec,00000002,000ffffe,4295161
000007d8,00000001,000ffffe,4296053
0000082c,00000244,0008044c,4296153
00000858,00000001,000ffffe,4296293
000007ec,00000002,000ffffe,4296654
00000800,00000001,000ffffe,4297073
000007d0,00000001,000ffffe,4298020
0000082c,00000244,00080461,4298102
000007ec,00000002,000ffffe,4298270
000007fc,00000013,00080204,4298412
0000083c,00000002,000ffffe,4298458
000007fc,00000013,00080204,4298507
00000820,00000002,000ffffe,4298778
00000858,00000001,000ffffe,4299193
00000834,00000001,000ffffe,4299673
000008a4,00000002,000ffffe,4300186
0000083c,00000002,000ffffe,4300682
00000854,00000001,000ffffe,4301169
0000084c,00000001,000ffffe,4301653
000007c0,00000001,000ffffe,4302135
0000085c,00000001,000ffffe,4302616
000007bc,0000000c,00080400,4302868
00000818,00000001,000ffffe,4302978
0000083c,00000002,000ffffe,4303040
000007ec,00000002,000ffffe,4303071
000007c0,00000001,000ffffe,4303086
000007fc,00000013,00080205,4303384
000007b4,00000002,000ffffe,4303779
0000083c,00000002,000ffffe,4304257
000007b4,00000002,000ffffe,4304768
00000820,00000002,000ffffe,4305024
000007fc,00000013,00080206,4305409
000007c0,00000001,000ffffe,4305815
00000800,00000001,000ffffe,4306267
00000834,00000001,000ffffe,4306765
00000854,00000001,000ffffe,4307254
000007d0,00000001,000ffffe,4307499
0000083c,00000002,000ffffe,4307623
0000085c,00000001,000ffffe,4307684
000007d0,00000001,000ffffe,4307955
00000854,00000001,000ffffe,4308091
00000848,00000007,00080400,4308437
00000818,00000001,000ffffe,4308873
000007d0,00000001,000ffffe,4309334
000007fc,00000013,00080207,4309583
00000818,00000001,000ffffe,4309681
00000834,00000001,000ffffe,4309979
00000854,00000001,000ffffe,4310563
000007ac,00000001,000ffffe,4310661
0000082c,00000244,00080444,4310947
0000083c,00000002,000ffffe,4310951
000007ec,00000002,000ffffe,4311096
000007c0,00000001,000ffffe,4311168
000007bc,0000000c,00080401,4311216
00000834,00000001,000ffffe,4311234
000007bc,0000000c,00080401,4311235
0000083c,00000002,000ffffe,4311512
000007ac,00000001,000ffffe,4311650
0000083c,00000002,000ffffe,4311721
00000854,00000001,000ffffe,4312027
00000800,00000001,000ffffe,4312181
0000084c,00000001,000ffffe,4312530
00000818,00000001,000ffffe,4312705
000007bc,0000000c,00080401,4312804
00000848,00000007,00080401,4313115
000007c0,00000001,000ffffe,4313507
00000800,00000001,000ffffe,4313978
00000854,00000001,000ffffe,4314214
000007c0,00000001,000ffffe,4314572
0000083c,00000002,000ffffe,4314992
00000848,00000007,00080401,4315207
000007b4,00000002,000ffffe,4315579
000007ac,00000001,000ffffe,4315767
000007ac,00000001,000ffffe,4315862
00000820,00000002,000ffffe,4315911
00000858,00000001,000ffffe,4316174
000007c0,00000001,000ffffe,4316578
00000854,00000001,000ffffe,4317561
0000082c,00000244,00080463,4317631
000007d8,00000001,000ffffe,4317816
000008ac,0000000c,00080400,4317955
000007ac,00000001,000ffffe,4318248
00000834,00000001,000ffffe,4318640
00000848,00000007,00080400,4319114
00000854,00000001,000ffffe,4319614
000007d8,00000001,000ffffe,4320107
000007d8,00000001,000ffffe,4320354
0000084c,00000001,000ffffe,4320478
000007c0,00000001,000ffffe,4320780
000007d0,00000001,000ffffe,4321171
00000820,00000002,000ffffe,4321368
00000818,00000001,000ffffe,4321737
00000854,00000001,000ffffe,4322162
00000820,00000002,000ffffe,4322376
000007c0,00000001,000ffffe,4322482
000007ac,00000001,000ffffe,4322536
000007b4,00000002,000ffffe,4322804
00000800,00000001,000ffffe,4323276
000007a4,00000001,000ffffe,4323446
0000082c,00000244,00080446,4323516
0000085c,00000001,000ffffe,4323771
00000820,00000002,000ffffe,4323935
00000854,00000001,000ffffe,4324016
0000084c,00000001,000ffffe,4324329
000007b4,00000002,000ffffe,4324487
000007d0,00000001,000ffffe,4324565
000007a0,00000006,00080400,4324610
00000818,00000001,000ffffe,4324865
000007bc,0000000c,00080400,4325278
000007ac,00000001,000ffffe,4325740
0000085c,00000001,000ffffe,4325977
000007d0,00000001,000ffffe,4326096
000007fc,00000013,00080208,4326174
000007b4,00000002,000ffffe,4326427
00000818,00000001,000ffffe,4326833
0000083c,00000002,000ffffe,4327038
000007fc,00000013,00080209,4327429
000007ec,00000002,000ffffe,4327839
000007ac,00000001,000ffffe,4328431
000007ac,00000001,000ffffe,4328621
0000082c,00000244,00080475,4328631
000007bc,0000000c,00080401,4328967
0000085c,00000001,000ffffe,4329124
00000818,00000001,000ffffe,4329448
0000084c,00000001,000ffffe,4329882
00000854,00000001,000ffffe,4330339
000007fc,00000013,00080208,4330586
00000800,00000001,000ffffe,4330683
00000818,00000001,000ffffe,4330741
000007bc,0000000c,00080401,4331021
000007d0,00000001,000ffffe,4331145
0000084c,00000001,000ffffe,4331213
00000858,00000001,000ffffe,4331519
000007b4,00000002,000ffffe,4331913
00000800,00000001,000ffffe,4332109
000007bc,0000000c,00080401,4332219
00000848,00000007,00080401,4332264
0000083c,00000002,000ffffe,4332524
0000083c,00000002,000ffffe,4332657
00000790,00000001,000ffffe,4332723
00000818,00000001,000ffffe,4332757
000007ac,00000001,000ffffe,4333014
0000084c,00000001,000ffffe,4333143
000007d0,00000001,000ffffe,4333208
0000085c,00000001,000ffffe,4333241
00000854,00000001,000ffffe,4333258
000007ec,00000002,000ffffe,4333268
00000854,00000001,000ffffe,4333277
00000848,00000007,00080401,4333281
0000083c,00000002,000ffffe,4333551
00000858,00000001,000ffffe,4333687
00000820,00000002,000ffffe,4333757
000007fc,00000013,00080209,4333809
000007ec,00000002,000ffffe,4333810
0000082c,00000244,00080476,4333851
000007ac,00000001,000ffffe,4334231
00000848,00000007,00080401,4334308
00000834,00000001,000ffffe,4334338
0000083c,00000002,000ffffe,4334597
0000082c,00000244,00080454,4334669
0000084c,00000001,000ffffe,4334997
00000854,00000001,000ffffe,4335198
000007c0,00000001,000ffffe,4335299
00000854,00000001,000ffffe,4335350
000007d0,00000001,000ffffe,4335376
000008e8,00000001,000ffffe,4335661
000008e4,00000001,000ffffe,4335804
000008e4,00000001,000ffffe,4335876
00000848,00000007,00080400,4336190
0000085c,00000001,000ffffe,4336578
00000834,00000001,000ffffe,4337047
00000818,00000001,000ffffe,4337282
0000083c,00000002,000ffffe,4337401
00000800,00000001,000ffffe,4337699
0000084c,00000001,000ffffe,4337849
000007b4,00000002,000ffffe,4338197
0000083c,00000002,000ffffe,4338371
00000858,00000001,000ffffe,4338697
00000820,00000002,000ffffe,4338862
0000085c,00000001,000ffffe,4339183
000007d0,00000001,000ffffe,4339616
00000834,00000001,000ffffe,4339833
000007fc,00000013,0008020b,4339960
000007d8,00000001,000ffffe,4339997
00000848,00000007,00080400,4340031
000007d8,00000001,000ffffe,4340311
00000820,00000002,000ffffe,4340935
0000082c,00000244,00080448,4341305
0000084c,00000001,000ffffe,4341310
000007ec,00000002,000ffffe,4341739
0000083c,00000002,000ffffe,4342193
00000800,00000001,000ffffe,4342691
000007d8,00000001,000ffffe,4343306
00000858,00000001,000ffffe,4343489
0000082c,00000244,00080477,4343520
000007d0,00000001,000ffffe,4343581
0000085c,00000001,000ffffe,4343899
00000800,00000001,000ffffe,4344298
0000085c,00000001,000ffffe,4344498
000007ac,00000001,000ffffe,4344870
00000858,00000001,000ffffe,4345296
00000848,00000007,00080401,4345755
000007c0,00000001,000ffffe,4345976
000007c0,00000001,000ffffe,4346090
0000084c,00000001,000ffffe,4346387
000007bc,0000000c,00080401,4346547
000007b4,00000002,000ffffe,4346612
000007b4,00000002,000ffffe,4346650
0000083c,00000002,000ffffe,4346909
000007ac,00000001,000ffffe,4347038
00000848,00000007,00080401,4347381
00000834,00000001,000ffffe,4347544
00000854,00000001,000ffffe,4347672
000007ac,00000001,000ffffe,4347694
00000858,00000001,000ffffe,4347977
000007fc,00000013,0008020b,4348137
0000082c,00000244,00080443,4348208
00000858,00000001,000ffffe,4348462
0000085c,00000001,000ffffe,4348634
0000085c,00000001,000ffffe,4349395
0000082c,00000244,00080454,4349539
00000800,00000001,000ffffe,4349613
0000085c,00000001,000ffffe,4349994
000007ac,00000001,000ffffe,4350185
000007b4,00000002,000ffffe,4350282
000007fc,00000013,00080209,4350619
00000800,00000001,000ffffe,4351001
00000848,00000007,00080401,4351479
0000085c,00000001,000ffffe,4351981
